prob_sell,prob_hold,prob_buy,predicted_signal
0.4472072,0.20660913,0.34618363,1
0.37395713,0.26915327,0.35688955,0
0.3738834,0.2691555,0.35696104,0
0.34593213,0.3928495,0.26121834,0
0.17405516,0.65789133,0.16805348,0
0.37496853,0.268803,0.35622844,0
0.060114145,0.8213954,0.11849041,0
0.36304945,0.2636351,0.37331548,0
0.3066942,0.34683618,0.34646967,0
0.38334835,0.23699792,0.37965375,0
0.18951164,0.48239845,0.32808995,0
0.360306,0.32747123,0.31222284,0
0.42216292,0.27261078,0.3052262,1
0.34282267,0.29454973,0.36262769,0
0.46459466,0.2341967,0.3012087,1
0.23419859,0.5009412,0.26486018,0
0.3461661,0.34447756,0.30935633,0
0.31196523,0.35456774,0.3334671,0
0.41878036,0.23051684,0.35070282,1
0.3450841,0.33976728,0.31514865,0
0.36954996,0.31665805,0.31379205,0
0.37347287,0.26534298,0.36118412,0
0.37801665,0.32818457,0.2937988,1
0.37046906,0.26418093,0.36534995,0
0.36251852,0.28796864,0.3495129,0
0.36595887,0.32647353,0.30756763,0
0.31604266,0.4089629,0.27499446,0
0.37606975,0.2503853,0.373545,1
0.31096762,0.36791572,0.32111657,0
0.32861227,0.36552313,0.30586466,0
0.37290734,0.27051067,0.35658202,0
0.45539016,0.27385563,0.27075425,1
0.3116476,0.3595791,0.32877338,0
0.27437028,0.42265427,0.3029754,0
0.36720827,0.26251483,0.37027684,0
0.30703497,0.42126146,0.27170357,0
0.29449087,0.40996122,0.29554787,0
0.25924727,0.45948017,0.28127262,0
0.29100156,0.39161822,0.31738016,0
0.3431786,0.33176592,0.3250555,0
0.31984803,0.39158678,0.2885652,0
0.3192575,0.35522026,0.32552224,0
0.32440928,0.36326417,0.31232664,0
0.29100195,0.39979547,0.30920255,0
0.37311906,0.28742555,0.33945546,0
0.3729574,0.28852832,0.33851427,0
0.3649682,0.2756612,0.35937062,0
0.3299682,0.3364299,0.33360186,0
0.37700376,0.26048216,0.3625141,1
0.35156548,0.3671607,0.2812738,0
0.24629468,0.47375017,0.27995512,0
0.32129535,0.3324392,0.34626544,0
0.35900044,0.3494279,0.29157165,0
0.29993376,0.38835886,0.31170738,0
0.36372438,0.307381,0.32889462,0
0.2966857,0.378556,0.32475832,0
0.26306975,0.43640217,0.3005281,0
0.36553365,0.28100044,0.35346597,0
0.33928058,0.3167116,0.3440078,0
0.33815807,0.32631466,0.33552727,0
0.30330172,0.38534078,0.3113575,0
0.26906875,0.42871976,0.30221146,0
0.2390392,0.48624098,0.27471983,0
0.2814993,0.468281,0.2502196,0
0.20059396,0.55580366,0.24360235,0
0.25742024,0.45485654,0.28772318,0
0.32845616,0.41822833,0.25331554,0
0.32013652,0.352722,0.32714146,0
0.3624017,0.28706774,0.3505305,0
0.41336164,0.3040262,0.2826122,1
0.35868642,0.29034737,0.3509662,0
0.24565825,0.5280119,0.22632982,0
0.2465168,0.46778077,0.2857025,0
0.30974826,0.38158718,0.30866453,0
0.32235166,0.35036972,0.32727855,0
0.31269097,0.36506984,0.3222392,0
0.30129725,0.39048922,0.30821356,0
0.23515478,0.4936383,0.27120697,0
0.32095486,0.34552556,0.33351958,0
